word,surface_form,sentence,sentence_domain,ambiguity_score,semantic_similarity_spread,contextual_confidence_gap,domain_diversity,is_ambiguous,ambiguity_type,top_sense_1_domain,top_sense_1_gloss,top_sense_2_domain,top_sense_2_gloss,explanation
date,date,The system shall provide the ability to record the user ID and date of all updates to the problem or diagnosis list,Healthcare,0.845,0.977,0.6,0.0,True,Intra-Domain,Software/IT,a participant in a date,Software/IT,a particular but unspecified point in time,"The word ""date"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] a participant in a date (context similarity=0.15)
  Candidate sense 2: [Software/IT] a particular but unspecified point in time (context similarity=0.14)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
date,date,The system shall provide the ability to generate hardcopy and electronic output by date possibly and possibly date range,Software/IT,0.845,0.977,0.6,0.0,True,Intra-Domain,Software/IT,a participant in a date,Software/IT,a particular but unspecified point in time,"The word ""date"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a participant in a date (context similarity=0.23)
  Candidate sense 2: [Software/IT] a particular but unspecified point in time (context similarity=0.22)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
record,record,This export on hardcopy and electronic output shall leave the actual PHI data unmodified in the original record,Software/IT,0.836,0.964,0.6,0.0,True,Intra-Domain,Healthcare,the sum of recognized accomplishments,Healthcare,a compilation of the known facts regarding something or someone,"The word ""record"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Healthcare] the sum of recognized accomplishments (context similarity=0.11)
  Candidate sense 2: [Healthcare] a compilation of the known facts regarding something or someone (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Healthcare"" domain but represent distinct concepts."
date,date,The user ID and date or time stamp shall be recorded when the allergies reviewed option is selected,Software/IT,0.832,0.956,0.6,0.5,True,Intra-Domain,Software/IT,a particular but unspecified point in time,Software/IT,the present,"The word ""date"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a particular but unspecified point in time (context similarity=0.20)
  Candidate sense 2: [Software/IT] the present (context similarity=0.18)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
date,date,The system shall provide the ability to cosign a note and record the date and time of signature,Healthcare,0.832,0.956,0.6,0.5,True,Intra-Domain,Software/IT,a particular but unspecified point in time,Software/IT,the present,"The word ""date"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] a particular but unspecified point in time (context similarity=0.25)
  Candidate sense 2: [Software/IT] the present (context similarity=0.23)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
date,date,The system shall provide the ability to record user ID and date or time stamp for all referral related events,Software/IT,0.832,0.956,0.6,0.5,True,Intra-Domain,Software/IT,a particular but unspecified point in time,Software/IT,the present,"The word ""date"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] a particular but unspecified point in time (context similarity=0.21)
  Candidate sense 2: [Software/IT] the present (context similarity=0.19)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
leave,leave,This export on hardcopy and electronic output shall leave the actual PHI data unmodified in the original record,Software/IT,0.823,0.727,1.0,0.0,True,Intra-Domain,Software/IT,leave unchanged or undisturbed or refrain from taking,Software/IT,go away from a place,"The word ""leave"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [Software/IT] leave unchanged or undisturbed or refrain from taking (context similarity=0.17)
  Candidate sense 2: [Software/IT] go away from a place (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
provide,provide,The system shall provide the ability to cosign a note and record the date and time of signature,Healthcare,0.821,0.994,0.5,0.5,True,Intra-Domain,General,take measures in preparation for,General,make a possibility or provide opportunity for; permit to be attainable or cause to remain,"The word ""provide"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [General] take measures in preparation for (context similarity=0.10)
  Candidate sense 2: [General] make a possibility or provide opportunity for; permit to be attainable or cause to remain (context similarity=0.10)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
provide,provide,The system shall provide the ability to record user ID and date or time stamp for all referral related events,Software/IT,0.821,0.994,0.5,0.5,True,Intra-Domain,General,take measures in preparation for,General,make a possibility or provide opportunity for; permit to be attainable or cause to remain,"The word ""provide"" appears in a sentence whose detected domain is ""Software/IT"".
  Candidate sense 1: [General] take measures in preparation for (context similarity=0.08)
  Candidate sense 2: [General] make a possibility or provide opportunity for; permit to be attainable or cause to remain (context similarity=0.08)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
report,report,The system shall provide the ability to create hardcopy and electronic report summary information (procedures  medications  labs  immunizations  allergies  and vital signs),General,0.793,0.95,0.5,0.0,True,Intra-Domain,General,a written document describing the findings of some individual or group,General,a written evaluation of a student's scholarship and deportment,"The word ""report"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [General] a written document describing the findings of some individual or group (context similarity=0.12)
  Candidate sense 2: [General] a written evaluation of a student's scholarship and deportment (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""General"" domain but represent distinct concepts."
create,create,The system shall provide the ability to create hardcopy and electronic report summary information (procedures  medications  labs  immunizations  allergies  and vital signs),General,0.79,0.999,0.4,0.5,True,Intra-Domain,Software/IT,create by artistic means,Software/IT,make or cause to be or to become,"The word ""create"" appears in a sentence whose detected domain is ""General"".
  Candidate sense 1: [Software/IT] create by artistic means (context similarity=0.11)
  Candidate sense 2: [Software/IT] make or cause to be or to become (context similarity=0.11)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
provide,provide,The system shall provide the ability to record that patient specific instructions or educational material were provided to the patient,Healthcare,0.78,0.931,0.5,0.5,True,Intra-Domain,Software/IT,give something useful or necessary to,Software/IT,"give what is desired or needed, especially support, food or sustenance","The word ""provide"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] give something useful or necessary to (context similarity=0.11)
  Candidate sense 2: [Software/IT] give what is desired or needed, especially support, food or sustenance (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
provide,provided,The system shall provide the ability to record that patient specific instructions or educational material were provided to the patient,Healthcare,0.78,0.931,0.5,0.5,True,Intra-Domain,Software/IT,give something useful or necessary to,Software/IT,"give what is desired or needed, especially support, food or sustenance","The word ""provide"" appears in a sentence whose detected domain is ""Healthcare"".
  Candidate sense 1: [Software/IT] give something useful or necessary to (context similarity=0.11)
  Candidate sense 2: [Software/IT] give what is desired or needed, especially support, food or sustenance (context similarity=0.09)
Classified as INTRA-DOMAIN ambiguity: the top two candidate senses both belong to the ""Software/IT"" domain but represent distinct concepts."
